No,;Time;;;Protocol;Length;Source;Destination;;;Time 1;Time 2;Delay;;Delay 1;Delay 2;Jitter
4539;34,775859;;;TCP;54;104,46,162,224;192,168,43,93;;;34,775859;34,775859;0;;-2,7E-05;2,7E-05;5,4E-05
4540;34,775859;;;TCP;54;104,46,162,224;192,168,43,93;;;34,775859;34,775886;2,7E-05;;-0,059969;0,059996;0,119965
4541;34,775886;;;TCP;55;192,168,43,93;114,125,240,13;;;34,775886;34,835882;0,059996;;-0,015434;0,07543;0,090864
4542;34,835882;;;TCP;54;114,125,240,13;192,168,43,93;;;34,835882;34,911312;0,07543;;0,072525;0,002905;-0,06962
4543;34,911312;;;TLSv1,2;328;23,65,202,147;192,168,43,93;;;34,911312;34,914217;0,002905;;0,000474;0,002431;0,001957
4544;34,914217;;;TLSv1,2;382;192,168,43,93;23,65,202,147;;;34,914217;34,916648;0,002431;;-0,022985;0,025416;0,048401
4545;34,916648;;;TLSv1,2;462;104,46,162,224;192,168,43,93;;;34,916648;34,942064;0,025416;;0,01627;0,009146;-0,007124
4546;34,942064;;;TCP;54;192,168,43,93;104,46,162,224;;;34,942064;34,951210;0,009146;;-0,035182;0,044328;0,07951
4547;34,951210;;;TCP;54;23,65,202,147;192,168,43,93;;;34,951210;34,995538;0,044328;;-0,071071;0,115399;0,18647
4548;34,995538;;;TCP;54;104,46,162,224;192,168,43,93;;;34,995538;35,110937;0,115399;;0,109993;0,005406;-0,104587
4549;35,110937;;;TLSv1,2;1172;23,65,202,147;192,168,43,93;;;35,110937;35,116343;0,005406;;0,005207;0,000199;-0,005008
4550;35,116343;;;TCP;54;104,46,162,224;192,168,43,93;;;35,116343;35,116542;0,000199;;-0,036919;0,037118;0,074037
4551;35,116542;;;TCP;54;192,168,43,93;104,46,162,224;;;35,116542;35,153660;0,037118;;-0,417423;0,454541;0,871964
4552;35,153660;;;TCP;54;192,168,43,93;23,65,202,147;;;35,153660;35,608201;0,454541;;0,407395;0,047146;-0,360249
4556;35,608201;;;TCP;66;192,168,43,93;23,65,202,147;;;35,608201;35,655347;0,047146;;0,046982;0,000164;-0,046818
4561;35,655347;;;TCP;66;23,65,202,147;192,168,43,93;;;35,655347;35,655511;0,000164;;-0,00085;0,001014;0,001864
4562;35,655511;;;TCP;54;192,168,43,93;23,65,202,147;;;35,655511;35,656525;0,001014;;-0,052142;0,053156;0,105298
4563;35,656525;;;TLSv1,2;273;192,168,43,93;23,65,202,147;;;35,656525;35,709681;0,053156;;-0,434574;0,48773;0,922304
4564;35,709681;;;TCP;54;23,65,202,147;192,168,43,93;;;35,709681;36,197411;0,48773;;0,487464;0,000266;-0,487198
4566;36,197411;;;TLSv1,2;1454;23,65,202,147;192,168,43,93;;;36,197411;36,197677;0,000266;;0,000148;0,000118;-3E-05
4567;36,197677;;;TCP;1454;23,65,202,147;192,168,43,93;;;36,197677;36,197795;0,000118;;-0,004218;0,004336;0,008554
4568;36,197795;;;TCP;54;192,168,43,93;23,65,202,147;;;36,197795;36,202131;0,004336;;-0,050226;0,054562;0,104788
4569;36,202131;;;TLSv1,2;1350;23,65,202,147;192,168,43,93;;;36,202131;36,256693;0,054562;;-0,134394;0,188956;0,32335
4570;36,256693;;;TCP;54;192,168,43,93;23,65,202,147;;;36,256693;36,445649;0,188956;;0,188956;0;-0,188956
4571;36,445649;;;TLSv1,2;1454;23,65,202,147;192,168,43,93;;;36,445649;36,445649;0;;-0,000161;0,000161;0,000322
4572;36,445649;;;TLSv1,2;377;23,65,202,147;192,168,43,93;;;36,445649;36,445810;0,000161;;-0,004137;0,004298;0,008435
4573;36,445810;;;TCP;54;192,168,43,93;23,65,202,147;;;36,445810;36,450108;0,004298;;-0,034256;0,038554;0,07281
4574;36,450108;;;TLSv1,2;180;192,168,43,93;23,65,202,147;;;36,450108;36,488662;0,038554;;-0,205706;0,24426;0,449966
4575;36,488662;;;TCP;54;23,65,202,147;192,168,43,93;;;36,488662;36,732922;0,24426;;0,23835;0,00591;-0,23244
4576;36,732922;;;TLSv1,2;328;23,65,202,147;192,168,43,93;;;36,732922;36,738832;0,00591;;-0,057361;0,063271;0,120632
4577;36,738832;;;TLSv1,2;630;192,168,43,93;23,65,202,147;;;36,738832;36,802103;0,063271;;-0,019472;0,082743;0,102215
4578;36,802103;;;TCP;54;23,65,202,147;192,168,43,93;;;36,802103;36,884846;0,082743;;0,082539;0,000204;-0,082335
4579;36,884846;;;TLSv1,2;93;192,168,43,93;74,125,24,94;;;36,884846;36,885050;0,000204;;-0,027375;0,027579;0,054954
4580;36,885050;;;TLSv1,2;93;192,168,43,93;74,125,200,91;;;36,885050;36,912629;0,027579;;0,021968;0,005611;-0,016357
4581;36,912629;;;TCP;54;74,125,24,94;192,168,43,93;;;36,912629;36,918240;0,005611;;-0,007615;0,013226;0,020841
4582;36,918240;;;TCP;54;74,125,200,91;192,168,43,93;;;36,918240;36,931466;0,013226;;-0,029626;0,042852;0,072478
4583;36,931466;;;TLSv1,2;93;74,125,200,91;192,168,43,93;;;36,931466;36,974318;0,042852;;0,036713;0,006139;-0,030574
4584;36,974318;;;TCP;54;192,168,43,93;74,125,200,91;;;36,974318;36,980457;0,006139;;-0,007783;0,013922;0,021705
4585;36,980457;;;TLSv1,2;93;74,125,24,94;192,168,43,93;;;36,980457;36,994379;0,013922;;-0,023998;0,03792;0,061918
4586;36,994379;;;TCP;66;192,168,43,93;104,46,162,224;;;36,994379;37,032299;0,03792;;-0,007875;0,045795;0,05367
4587;37,032299;;;TCP;54;192,168,43,93;74,125,24,94;;;37,032299;37,078094;0,045795;;0,023981;0,021814;-0,002167
4588;37,078094;;;TLSv1,2;335;23,65,202,147;192,168,43,93;;;37,078094;37,099908;0,021814;;0,021617;0,000197;-0,02142
4589;37,099908;;;TCP;66;104,46,162,224;192,168,43,93;;;37,099908;37,100105;0,000197;;-0,000767;0,000964;0,001731
4590;37,100105;;;TCP;54;192,168,43,93;104,46,162,224;;;37,100105;37,101069;0,000964;;-0,023749;0,024713;0,048462
4591;37,101069;;;TLSv1,2;268;192,168,43,93;104,46,162,224;;;37,101069;37,125782;0,024713;;0,024558;0,000155;-0,024403
4592;37,125782;;;TCP;54;192,168,43,93;23,65,202,147;;;37,125782;37,125937;0,000155;;-0,04001;0,040165;0,080175
4593;37,125937;;;TCP;55;192,168,43,93;114.125.224.206;;;37,125937;37,166102;0,040165;;0,040165;0;-0,040165
4594;37,166102;;;TCP;54;114.125.224.206;192,168,43,93;;;37,166102;37,166102;0;;-0,030707;0,030707;0,061414
4595;37,166102;;;TCP;54;104,46,162,224;192,168,43,93;;;37,166102;37,196809;0,030707;;0,018735;0,011972;-0,006763
4597;37,196809;;;TCP;55;192,168,43,93;114,125,240,13;;;37,196809;37,208781;0,011972;;-0,01892;0,030892;0,049812
4598;37,208781;;;TCP;55;192,168,43,93;114.125.224.206;;;37,208781;37,239673;0,030892;;0,018458;0,012434;-0,006024
4599;37,239673;;;TCP;54;114.125.224.206;192,168,43,93;;;37,239673;37,252107;0,012434;;-0,018635;0,031069;0,049704
4600;37,252107;;;TCP;54;114,125,240,13;192,168,43,93;;;37,252107;37,283176;0,031069;;0,030537;0,000532;-0,030005
4602;37,283176;;;TCP;66;192,168,43,93;114,125,243,89;;;37,283176;37,283708;0,000532;;-0,035829;0,036361;0,07219
4603;37,283708;;;TCP;66;192,168,43,93;114,125,243,88;;;37,283708;37,320069;0,036361;;0,036361;0;-0,036361
4604;37,320069;;;TCP;66;114,125,243,89;192,168,43,93;;;37,320069;37,320069;0;;-0,000241;0,000241;0,000482
4605;37,320069;;;TCP;66;114,125,243,88;192,168,43,93;;;37,320069;37,320310;0,000241;;0,000104;0,000137;3,3E-05
4606;37,320310;;;TCP;54;192,168,43,93;114,125,243,89;;;37,320310;37,320447;0,000137;;-0,001903;0,00204;0,003943
4607;37,320447;;;TCP;54;192,168,43,93;114,125,243,88;;;37,320447;37,322487;0,00204;;-0,000107;0,002147;0,002254
4608;37,322487;;;HTTP;388;192,168,43,93;114,125,243,88;;;37,322487;37,324634;0,002147;;-0,037123;0,03927;0,076393
4609;37,324634;;;HTTP;388;192,168,43,93;114,125,243,89;;;37,324634;37,363904;0,03927;;0,03927;0;-0,03927
4610;37,363904;;;TCP;54;114,125,243,89;192,168,43,93;;;37,363904;37,363904;0;;-0,000211;0,000211;0,000422
4611;37,363904;;;TCP;54;114,125,243,88;192,168,43,93;;;37,363904;37,364115;0,000211;;-0,005305;0,005516;0,010821
4612;37,364115;;;HTTP;446;114,125,243,89;192,168,43,93;;;37,364115;37,369631;0,005516;;7,2E-05;0,005444;0,005372
4613;37,369631;;;HTTP;446;114,125,243,88;192,168,43,93;;;37,369631;37,375075;0,005444;;-0,015519;0,020963;0,036482
4614;37,375075;;;HTTP;393;192,168,43,93;114,125,243,89;;;37,375075;37,396038;0,020963;;0,006367;0,014596;0,008229
4615;37,396038;;;TCP;1454;104,46,162,224;192,168,43,93;;;37,396038;37,410634;0,014596;;0,014596;0;-0,014596
4616;37,410634;;;TCP;1454;104,46,162,224;192,168,43,93;;;37,410634;37,410634;0;;-0,000194;0,000194;0,000388
4617;37,410634;;;TCP;54;114,125,243,89;192,168,43,93;;;37,410634;37,410828;0,000194;;1,2E-05;0,000182;0,00017
4618;37,410828;;;TCP;54;192,168,43,93;104,46,162,224;;;37,410828;37,411010;0,000182;;0,000182;0;-0,000182
4619;37,411010;;;TCP;1454;114,125,243,89;192,168,43,93;;;37,411010;37,411010;0;;0;0;0
4620;37,411010;;;TCP;1454;114,125,243,89;192,168,43,93;;;37,411010;37,411010;0;;0;0;0
4621;37,411010;;;TCP;1454;114,125,243,89;192,168,43,93;;;37,411010;37,411010;0;;-8,2E-05;8,2E-05;0,000164
4622;37,411010;;;TCP;626;114,125,243,89;192,168,43,93;;;37,411010;37,411092;8,2E-05;;-0,000636;0,000718;0,001354
4623;37,411092;;;TCP;54;192,168,43,93;114,125,243,89;;;37,411092;37,411810;0,000718;;-0,073863;0,074581;0,148444
4624;37,411810;;;TCP;54;192,168,43,93;114,125,243,88;;;37,411810;37,486391;0,074581;;0,074581;0;-0,074581
4625;37,486391;;;TCP;882;114,125,243,89;192,168,43,93;;;37,486391;37,486391;0;;-0,000176;0,000176;0,000352
4626;37,486391;;;TCP;1454;114,125,243,89;192,168,43,93;;;37,486391;37,486567;0,000176;;-0,005135;0,005311;0,010446
4627;37,486567;;;TCP;54;192,168,43,93;114,125,243,89;;;37,486567;37,491878;0,005311;;0,005311;0;-0,005311
4628;37,491878;;;TCP;1454;114,125,243,89;192,168,43,93;;;37,491878;37,491878;0;;-0,000153;0,000153;0,000306
4629;37,491878;;;TCP;1454;114,125,243,89;192,168,43,93;;;37,491878;37,492031;0,000153;;-0,000118;0,000271;0,000389
4630;37,492031;;;TCP;54;192,168,43,93;114,125,243,89;;;37,492031;37,492302;0,000271;;-0,021838;0,022109;0,043947
4631;37,492302;;;TCP;1454;114,125,243,89;192,168,43,93;;;37,492302;37,514411;0,022109;;0,022109;0;-0,022109
4632;37,514411;;;TCP;1454;104,46,162,224;192,168,43,93;;;37,514411;37,514411;0;;-0,000195;0,000195;0,00039
4633;37,514411;;;TLSv1,2;256;104,46,162,224;192,168,43,93;;;37,514411;37,514606;0,000195;;-0,003018;0,003213;0,006231
4634;37,514606;;;TCP;54;192,168,43,93;104,46,162,224;;;37,514606;37,517819;0,003213;;0,003064;0,000149;-0,002915
4635;37,517819;;;TCP;55;192,168,43,93;34,107,221,82;;;37,517819;37,517968;0,000149;;-0,000157;0,000306;0,000463
4636;37,517968;;;TCP;55;192,168,43,93;34,107,221,82;;;37,517968;37,518274;0,000306;;0,000183;0,000123;-6E-05
4637;37,518274;;;TCP;1454;114,125,243,89;192,168,43,93;;;37,518274;37,518397;0,000123;;-0,008102;0,008225;0,016327
4638;37,518397;;;TCP;54;192,168,43,93;114,125,243,89;;;37,518397;37,526622;0,008225;;0,008031;0,000194;-0,007837
4639;37,526622;;;TLSv1,2;212;192,168,43,93;104,46,162,224;;;37,526622;37,526816;0,000194;;0,000194;0;-0,000194
4640;37,526816;;;TCP;1454;114,125,243,89;192,168,43,93;;;37,526816;37,526816;0;;0;0;0
4641;37,526816;;;TCP;1454;114,125,243,89;192,168,43,93;;;37,526816;37,526816;0;;-9,1E-05;9,1E-05;0,000182
4642;37,526816;;;TCP;1454;114,125,243,89;192,168,43,93;;;37,526816;37,526907;9,1E-05;;-0,002765;0,002856;0,005621
4643;37,526907;;;TCP;54;192,168,43,93;114,125,243,89;;;37,526907;37,529763;0,002856;;0,002832;2,4E-05;-0,002808
4644;37,529763;;;TCP;55;192,168,43,93;142,251,12,94;;;37,529763;37,529787;2,4E-05;;2,4E-05;0;-2,4E-05
4645;37,529787;;;TCP;1454;114,125,243,89;192,168,43,93;;;37,529787;37,529787;0;;-0,000145;0,000145;0,00029
4646;37,529787;;;TCP;1454;114,125,243,89;192,168,43,93;;;37,529787;37,529932;0,000145;;-0,029717;0,029862;0,059579
4647;37,529932;;;TCP;54;192,168,43,93;114,125,243,89;;;37,529932;37,559794;0,029862;;0,029862;0;-0,029862
4648;37,559794;;;TCP;54;34,107,221,82;192,168,43,93;;;37,559794;37,559794;0;;-0,000157;0,000157;0,000314
4649;37,559794;;;TCP;54;104,46,162,224;192,168,43,93;;;37,559794;37,559951;0,000157;;-0,045006;0,045163;0,090169
4650;37,559951;;;TCP;54;142,251,12,94;192,168,43,93;;;37,559951;37,605114;0,045163;;0,041254;0,003909;-0,037345
4651;37,605114;;;TCP;54;34,107,221,82;192,168,43,93;;;37,605114;37,609023;0,003909;;-0,001903;0,005812;0,007715
4652;37,609023;;;TCP;1454;114,125,243,89;192,168,43,93;;;37,609023;37,614835;0,005812;;0,005725;8,7E-05;-0,005638
4653;37,614835;;;TCP;1454;114,125,243,89;192,168,43,93;;;37,614835;37,614922;8,7E-05;;-0,00028;0,000367;0,000647
4654;37,614922;;;TCP;54;192,168,43,93;114,125,243,89;;;37,614922;37,615289;0,000367;;0,000367;0;-0,000367
4655;37,615289;;;TCP;1454;114,125,243,89;192,168,43,93;;;37,615289;37,615289;0;;-6,1E-05;6,1E-05;0,000122
4656;37,615289;;;TCP;1454;114,125,243,89;192,168,43,93;;;37,615289;37,615350;6,1E-05;;-4,9E-05;0,00011;0,000159
4657;37,615350;;;TCP;54;192,168,43,93;114,125,243,89;;;37,615350;37,615460;0,00011;;-0,000125;0,000235;0,00036
4658;37,615460;;;TCP;1454;114,125,243,89;192,168,43,93;;;37,615460;37,615695;0,000235;;0,0002;3,5E-05;-0,000165
4659;37,615695;;;TCP;1454;114,125,243,89;192,168,43,93;;;37,615695;37,615730;3,5E-05;;-0,000481;0,000516;0,000997
4660;37,615730;;;TCP;54;192,168,43,93;114,125,243,89;;;37,615730;37,616246;0,000516;;0,000516;0;-0,000516
4661;37,616246;;;TCP;1454;114,125,243,89;192,168,43,93;;;37,616246;37,616246;0;;-0,00013;0,00013;0,00026
4662;37,616246;;;TCP;1454;114,125,243,89;192,168,43,93;;;37,616246;37,616376;0,00013;;-0,004471;0,004601;0,009072
4663;37,616376;;;TCP;54;192,168,43,93;114,125,243,89;;;37,616376;37,620977;0,004601;;0,004372;0,000229;-0,004143
4664;37,620977;;;TCP;1454;114,125,243,89;192,168,43,93;;;37,620977;37,621206;0,000229;;0,000185;4,4E-05;-0,000141
4665;37,621206;;;TCP;1454;114,125,243,89;192,168,43,93;;;37,621206;37,621250;4,4E-05;;-0,000187;0,000231;0,000418
4666;37,621250;;;TCP;54;192,168,43,93;114,125,243,89;;;37,621250;37,621481;0,000231;;-0,012297;0,012528;0,024825
4667;37,621481;;;TCP;1454;114,125,243,89;192,168,43,93;;;37,621481;37,634009;0,012528;;0,012409;0,000119;-0,01229
4668;37,634009;;;TCP;1454;114,125,243,89;192,168,43,93;;;37,634009;37,634128;0,000119;;-0,003409;0,003528;0,006937
4669;37,634128;;;TCP;54;192,168,43,93;114,125,243,89;;;37,634128;37,637656;0,003528;;0,003197;0,000331;-0,002866
4670;37,637656;;;TCP;1454;114,125,243,89;192,168,43,93;;;37,637656;37,637987;0,000331;;0,000331;0;-0,000331
4671;37,637987;;;TCP;1454;114,125,243,89;192,168,43,93;;;37,637987;37,637987;0;;-5,5E-05;5,5E-05;0,00011
4672;37,637987;;;TCP;1454;114,125,243,89;192,168,43,93;;;37,637987;37,638042;5,5E-05;;-0,000362;0,000417;0,000779
4673;37,638042;;;TCP;54;192,168,43,93;114,125,243,89;;;37,638042;37,638459;0,000417;;0,000379;3,8E-05;-0,000341
4674;37,638459;;;TCP;1454;114,125,243,89;192,168,43,93;;;37,638459;37,638497;3,8E-05;;-0,007279;0,007317;0,014596
4675;37,638497;;;TCP;54;192,168,43,93;114,125,243,89;;;37,638497;37,645814;0,007317;;0,007317;0;-0,007317
4676;37,645814;;;TCP;1454;114,125,243,89;192,168,43,93;;;37,645814;37,645814;0;;0;0;0
4677;37,645814;;;TCP;1454;114,125,243,89;192,168,43,93;;;37,645814;37,645814;0;;0;0;0
4678;37,645814;;;TCP;1454;114,125,243,89;192,168,43,93;;;37,645814;37,645814;0;;-0,000129;0,000129;0,000258
4679;37,645814;;;TCP;1454;114,125,243,89;192,168,43,93;;;37,645814;37,645943;0,000129;;-0,010485;0,010614;0,021099
4680;37,645943;;;TCP;54;192,168,43,93;114,125,243,89;;;37,645943;37,656557;0,010614;;-0,017588;0,028202;0,04579
4681;37,656557;;;TCP;1454;114,125,243,89;192,168,43,93;;;37,656557;37,684759;0,028202;;0,028202;0;-0,028202
4682;37,684759;;;TCP;1454;114,125,243,89;192,168,43,93;;;37,684759;37,684759;0;;0;0;0
4683;37,684759;;;TCP;1454;114,125,243,89;192,168,43,93;;;37,684759;37,684759;0;;0;0;0
4684;37,684759;;;TCP;1454;114,125,243,89;192,168,43,93;;;37,684759;37,684759;0;;0;0;0
4685;37,684759;;;TCP;1454;114,125,243,89;192,168,43,93;;;37,684759;37,684759;0;;0;0;0
4686;37,684759;;;TCP;1454;114,125,243,89;192,168,43,93;;;37,684759;37,684759;0;;-0,000157;0,000157;0,000314
4687;37,684759;;;TCP;1454;114,125,243,89;192,168,43,93;;;37,684759;37,684916;0,000157;;-0,011373;0,01153;0,022903
4688;37,684916;;;TCP;54;192,168,43,93;114,125,243,89;;;37,684916;37,696446;0,01153;;0,01153;0;-0,01153
4689;37,696446;;;TCP;1454;114,125,243,89;192,168,43,93;;;37,696446;37,696446;0;;0;0;0
4690;37,696446;;;TCP;1454;114,125,243,89;192,168,43,93;;;37,696446;37,696446;0;;-0,000127;0,000127;0,000254
4691;37,696446;;;TCP;1454;114,125,243,89;192,168,43,93;;;37,696446;37,696573;0,000127;;-0,000364;0,000491;0,000855
4692;37,696573;;;TCP;54;192,168,43,93;114,125,243,89;;;37,696573;37,697064;0,000491;;0,000491;0;-0,000491
4693;37,697064;;;TCP;1454;114,125,243,89;192,168,43,93;;;37,697064;37,697064;0;;0;0;0
4694;37,697064;;;TCP;1454;114,125,243,89;192,168,43,93;;;37,697064;37,697064;0;;0;0;0
4695;37,697064;;;TCP;1454;114,125,243,89;192,168,43,93;;;37,697064;37,697064;0;;0;0;0
4696;37,697064;;;TCP;1454;114,125,243,89;192,168,43,93;;;37,697064;37,697064;0;;0;0;0
4697;37,697064;;;TCP;1454;114,125,243,89;192,168,43,93;;;37,697064;37,697064;0;;-0,000173;0,000173;0,000346
4698;37,697064;;;TLSv1,2;105;104,46,162,224;192,168,43,93;;;37,697064;37,697237;0,000173;;-0,014239;0,014412;0,028651
4699;37,697237;;;TCP;54;192,168,43,93;114,125,243,89;;;37,697237;37,711649;0,014412;;0,004384;0,010028;0,005644
4700;37,711649;;;TLSv1,2;1023;192,168,43,93;104,46,162,224;;;37,711649;37,721677;0,010028;;0,010028;0;-0,010028
4701;37,721677;;;TCP;1454;114,125,243,89;192,168,43,93;;;37,721677;37,721677;0;;0;0;0
4702;37,721677;;;TCP;1454;114,125,243,89;192,168,43,93;;;37,721677;37,721677;0;;0;0;0
4703;37,721677;;;TCP;1454;114,125,243,89;192,168,43,93;;;37,721677;37,721677;0;;0;0;0
4704;37,721677;;;TCP;1454;114,125,243,89;192,168,43,93;;;37,721677;37,721677;0;;0;0;0
4705;37,721677;;;TCP;1454;114,125,243,89;192,168,43,93;;;37,721677;37,721677;0;;0;0;0
4706;37,721677;;;TCP;1454;114,125,243,89;192,168,43,93;;;37,721677;37,721677;0;;-0,000159;0,000159;0,000318
4707;37,721677;;;TCP;1454;114,125,243,89;192,168,43,93;;;37,721677;37,721836;0,000159;;-0,010469;0,010628;0,021097
4708;37,721836;;;TCP;54;192,168,43,93;114,125,243,89;;;37,721836;37,732464;0,010628;;0,010628;0;-0,010628
4709;37,732464;;;TCP;1454;114,125,243,89;192,168,43,93;;;37,732464;37,732464;0;;-0,000159;0,000159;0,000318
4710;37,732464;;;TCP;1454;114,125,243,89;192,168,43,93;;;37,732464;37,732623;0,000159;;-0,008307;0,008466;0,016773
4711;37,732623;;;TCP;54;192,168,43,93;114,125,243,89;;;37,732623;37,741089;0,008466;;-0,008224;0,01669;0,024914
4712;37,741089;;;TLSv1,2;1072;192,168,43,93;104,46,162,224;;;37,741089;37,757779;0,01669;;0,016565;0,000125;-0,01644
4713;37,757779;;;TCP;1454;114,125,243,89;192,168,43,93;;;37,757779;37,757904;0,000125;;-0,002442;0,002567;0,005009
4714;37,757904;;;TCP;54;192,168,43,93;114,125,243,89;;;37,757904;37,760471;0,002567;;0,002567;0;-0,002567
4715;37,760471;;;TCP;1454;114,125,243,89;192,168,43,93;;;37,760471;37,760471;0;;-0,00011;0,00011;0,00022
4716;37,760471;;;TCP;1454;114,125,243,89;192,168,43,93;;;37,760471;37,760581;0,00011;;-0,00022;0,00033;0,00055
4717;37,760581;;;TCP;54;192,168,43,93;114,125,243,89;;;37,760581;37,760911;0,00033;;-0,013605;0,013935;0,02754
4718;37,760911;;;TCP;1454;114,125,243,89;192,168,43,93;;;37,760911;37,774846;0,013935;;0,013935;0;-0,013935
4719;37,774846;;;TCP;1454;114,125,243,89;192,168,43,93;;;37,774846;37,774846;0;;-0,000114;0,000114;0,000228
4720;37,774846;;;TCP;1454;114,125,243,89;192,168,43,93;;;37,774846;37,774960;0,000114;;-0,000143;0,000257;0,0004
4721;37,774960;;;TCP;54;192,168,43,93;114,125,243,89;;;37,774960;37,775217;0,000257;;0,000257;0;-0,000257
4722;37,775217;;;TCP;1454;114,125,243,89;192,168,43,93;;;37,775217;37,775217;0;;0;0;0
4723;37,775217;;;TCP;1454;114,125,243,89;192,168,43,93;;;37,775217;37,775217;0;;0;0;0
4724;37,775217;;;TCP;1454;114,125,243,89;192,168,43,93;;;37,775217;37,775217;0;;0;0;0
4725;37,775217;;;TCP;1454;114,125,243,89;192,168,43,93;;;37,775217;37,775217;0;;0;0;0
4726;37,775217;;;TCP;1454;114,125,243,89;192,168,43,93;;;37,775217;37,775217;0;;0;0;0
4727;37,775217;;;TCP;1454;114,125,243,89;192,168,43,93;;;37,775217;37,775217;0;;0;0;0
4728;37,775217;;;TCP;1454;114,125,243,89;192,168,43,93;;;37,775217;37,775217;0;;0;0;0
4729;37,775217;;;TCP;1454;114,125,243,89;192,168,43,93;;;37,775217;37,775217;0;;0;0;0
4730;37,775217;;;TCP;1454;114,125,243,89;192,168,43,93;;;37,775217;37,775217;0;;0;0;0
4731;37,775217;;;TCP;1454;114,125,243,89;192,168,43,93;;;37,775217;37,775217;0;;0;0;0
4732;37,775217;;;TCP;1454;114,125,243,89;192,168,43,93;;;37,775217;37,775217;0;;0;0;0
4733;37,775217;;;TCP;1454;114,125,243,89;192,168,43,93;;;37,775217;37,775217;0;;0;0;0
4734;37,775217;;;TCP;1454;114,125,243,89;192,168,43,93;;;37,775217;37,775217;0;;-0,000176;0,000176;0,000352
4735;37,775217;;;TCP;54;104,46,162,224;192,168,43,93;;;37,775217;37,775393;0,000176;;-0,002991;0,003167;0,006158
4736;37,775393;;;TCP;54;192,168,43,93;114,125,243,89;;;37,775393;37,778560;0,003167;;-0,029086;0,032253;0,061339
4737;37,778560;;;TCP;54;104,46,162,224;192,168,43,93;;;37,778560;37,810813;0,032253;;0,032253;0;-0,032253
4738;37,810813;;;TCP;1454;114,125,243,89;192,168,43,93;;;37,810813;37,810813;0;;-0,000144;0,000144;0,000288
4739;37,810813;;;TCP;1454;114,125,243,89;192,168,43,93;;;37,810813;37,810957;0,000144;;-0,004498;0,004642;0,00914
4740;37,810957;;;TCP;54;192,168,43,93;114,125,243,89;;;37,810957;37,815599;0,004642;;0,004361;0,000281;-0,00408
4741;37,815599;;;TCP;1454;114,125,243,89;192,168,43,93;;;37,815599;37,815880;0,000281;;0,000281;0;-0,000281
4742;37,815880;;;TCP;1454;114,125,243,89;192,168,43,93;;;37,815880;37,815880;0;;-3,6E-05;3,6E-05;7,2E-05
4743;37,815880;;;TCP;422;114,125,243,89;192,168,43,93;;;37,815880;37,815916;3,6E-05;;-8,2E-05;0,000118;0,0002
4744;37,815916;;;TCP;54;192,168,43,93;114,125,243,89;;;37,815916;37,816034;0,000118;;0,000118;0;-0,000118
4745;37,816034;;;TCP;1454;114,125,243,89;192,168,43,93;;;37,816034;37,816034;0;;-3,5E-05;3,5E-05;7E-05
4746;37,816034;;;TCP;1454;114,125,243,89;192,168,43,93;;;37,816034;37,816069;3,5E-05;;-0,000311;0,000346;0,000657
4747;37,816069;;;TCP;54;192,168,43,93;114,125,243,89;;;37,816069;37,816415;0,000346;;0,000317;2,9E-05;-0,000288
4748;37,816415;;;TCP;1454;114,125,243,89;192,168,43,93;;;37,816415;37,816444;2,9E-05;;-0,000352;0,000381;0,000733
4749;37,816444;;;TCP;54;192,168,43,93;114,125,243,89;;;37,816444;37,816825;0,000381;;0,000381;0;-0,000381
4750;37,816825;;;TCP;1454;114,125,243,89;192,168,43,93;;;37,816825;37,816825;0;;-3,6E-05;3,6E-05;7,2E-05
4751;37,816825;;;TCP;1454;114,125,243,89;192,168,43,93;;;37,816825;37,816861;3,6E-05;;-0,000386;0,000422;0,000808
4752;37,816861;;;TCP;54;192,168,43,93;114,125,243,89;;;37,816861;37,817283;0,000422;;-0,000142;0,000564;0,000706
4753;37,817283;;;TCP;1454;114,125,243,89;192,168,43,93;;;37,817283;37,817847;0,000564;;0,000564;0;-0,000564
4754;37,817847;;;TCP;1454;114,125,243,89;192,168,43,93;;;37,817847;37,817847;0;;-0,000136;0,000136;0,000272
4755;37,817847;;;TCP;1454;114,125,243,89;192,168,43,93;;;37,817847;37,817983;0,000136;;-0,003634;0,00377;0,007404
4756;37,817983;;;TCP;54;192,168,43,93;114,125,243,89;;;37,817983;37,821753;0,00377;;0,00367;1E-04;-0,00357
4757;37,821753;;;TCP;1454;114,125,243,89;192,168,43,93;;;37,821753;37,821853;1E-04;;-5,7E-05;0,000157;0,000214
4758;37,821853;;;TCP;54;192,168,43,93;114,125,243,89;;;37,821853;37,822010;0,000157;;-0,005034;0,005191;0,010225
4759;37,822010;;;TCP;1454;114,125,243,89;192,168,43,93;;;37,822010;37,827201;0,005191;;0,005097;9,4E-05;-0,005003
4760;37,827201;;;TCP;1086;114,125,243,89;192,168,43,93;;;37,827201;37,827295;9,4E-05;;-0,000358;0,000452;0,00081
4761;37,827295;;;TCP;54;192,168,43,93;114,125,243,89;;;37,827295;37,827747;0,000452;;0,000452;0;-0,000452
4762;37,827747;;;TCP;1454;114,125,243,89;192,168,43,93;;;37,827747;37,827747;0;;-0,000138;0,000138;0,000276
4763;37,827747;;;TCP;1454;114,125,243,89;192,168,43,93;;;37,827747;37,827885;0,000138;;-0,000184;0,000322;0,000506
